"","gene_oid","Locus.Tag","Gene.Symbol","Product.Name","DNA.Seq.Length","AA.Seq.Length","Genome","Enzymes","COGs","COG.Categories","Pfams","TIGRfams","Signal.Peptide","Transmembrane.Helices","Kegg.Category","modulekey"
"8013",2583010584,"TH4645DRAFT_03629",NA,"ATP synthase F0 subcomplex A subunit",690,229,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0356","C","pfam00119","TIGR01131","No","Yes","Oxidative Phosphorylation",NA
"8014",2583010590,"TH4645DRAFT_03635",NA,"NADH dehydrogenase subunit A (EC 1.6.5.3)",357,118,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"8015",2583010591,"TH4645DRAFT_03636",NA,"NADH dehydrogenase subunit B (EC 1.6.5.3)",513,170,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0377","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"8016",2583010592,"TH4645DRAFT_03637",NA,"NADH dehydrogenase subunit C (EC 1.6.5.3)",486,161,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0852","C","pfam00329","TIGR01961","No","No","Oxidative Phosphorylation","M00144"
"8017",2583010593,"TH4645DRAFT_03638",NA,"NADH dehydrogenase subunit D (EC 1.6.5.3)",1173,390,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0649","C","pfam00346","TIGR01962","No","No","Oxidative Phosphorylation","M00144"
"8018",2583010594,"TH4645DRAFT_03639",NA,"NADH dehydrogenase subunit E (EC 1.6.5.3)",516,171,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1905","C","pfam01257","","No","No","Oxidative Phosphorylation","M00144"
"8019",2583010595,"TH4645DRAFT_03640",NA,"NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit",1782,593,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589 pfam12838","","No","No","Oxidative Phosphorylation","M00144"
"8020",2583010597,"TH4645DRAFT_03642",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",1056,351,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"8021",2583010598,"TH4645DRAFT_03643",NA,"NADH dehydrogenase subunit I (EC 1.6.5.3)",399,132,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1143","C","pfam13237","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"8022",2583010599,"TH4645DRAFT_03644",NA,"NADH dehydrogenase subunit J (EC 1.6.5.3)",504,167,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"8023",2583010600,"TH4645DRAFT_03645",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",303,100,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"8024",2583010601,"TH4645DRAFT_03646",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",2007,668,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"8025",2583010650,"TH4645DRAFT_03695",NA,"NADH dehydrogenase, FAD-containing subunit",1299,432,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.99.3","COG1252","C","pfam00070 pfam07992","","No","Yes","Oxidative Phosphorylation",NA
"8026",2583011817,"TH4645DRAFT_04864",NA,"vacuolar-type H(+)-translocating pyrophosphatase",2043,680,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:3.6.1.1","COG3808","C","pfam03030","TIGR01104","No","Yes","Oxidative Phosphorylation",NA
"8027",2583012108,"TH4645DRAFT_05155",NA,"NADH dehydrogenase subunit N (EC 1.6.5.3)",1455,484,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"8028",2583012109,"TH4645DRAFT_05156",NA,"NADH dehydrogenase subunit M (EC 1.6.5.3)",1230,409,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"8029",2583012368,"TH4697DRAFT_00258",NA,"succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family",669,222,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","","","pfam01127","TIGR02046","No","Yes","Oxidative Phosphorylation",NA
"8030",2583012369,"TH4697DRAFT_00259",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",2010,669,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01811","No","No","Oxidative Phosphorylation","M00065"
"8031",2583012371,"TH4697DRAFT_00261",NA,"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit",762,253,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00065"
"8032",2583012404,"TH4697DRAFT_00294",NA,"Cytochrome c oxidase subunit III",1035,344,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.9.3.1","","","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"8033",2583012405,"TH4697DRAFT_00295",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",579,192,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"8034",2583012406,"TH4697DRAFT_00296",NA,"protoheme IX farnesyltransferase",903,300,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"8035",2583012525,"TH4697DRAFT_00415",NA,"ATP synthase F1 subcomplex gamma subunit",861,286,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
"8036",2583012526,"TH4697DRAFT_00416",NA,"proton translocating ATP synthase, F1 alpha subunit",1578,525,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:3.6.3.14","COG0056","C","pfam00006 pfam00306 pfam02874","TIGR00962","No","No","Oxidative Phosphorylation","M00183"
"8037",2583012527,"TH4697DRAFT_00417",NA,"ATP synthase F1 subcomplex delta subunit",528,175,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","COG0712","C","pfam00213","TIGR01145","No","No","Oxidative Phosphorylation",NA
"8038",2583012528,"TH4697DRAFT_00418",NA,"ATP synthase F0 subcomplex B subunit",501,166,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","COG0711","C","pfam00430","TIGR01144","No","Yes","Oxidative Phosphorylation",NA
"8039",2583012529,"TH4697DRAFT_00419",NA,"ATP synthase, F0 subunit c",198,65,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","","","pfam00137","TIGR01260","No","Yes","Oxidative Phosphorylation",NA
"8040",2583012530,"TH4697DRAFT_00420",NA,"F0F1-type ATP synthase, subunit a",1137,378,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","COG0356","C","pfam00119","TIGR01131","No","Yes","Oxidative Phosphorylation",NA
"8041",2583013288,"TH4697DRAFT_01178",NA,"Uncharacterized protein required for cytochrome oxidase assembly",1020,339,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","","COG1612","O","pfam02628","","No","Yes","Oxidative Phosphorylation",NA
"8042",2583013415,"TH4697DRAFT_01307",NA,"Heme/copper-type cytochrome/quinol oxidases, subunit 1",1800,599,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.9.3.1","COG0843","C","pfam00115","","No","Yes","Oxidative Phosphorylation","M00153"
"8043",2583013847,"TH4697DRAFT_01739",NA,"proton-translocating NADH-quinone oxidoreductase, chain N",1398,465,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"8044",2583013848,"TH4697DRAFT_01740",NA,"proton-translocating NADH-quinone oxidoreductase, chain M",1437,478,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"8045",2583013886,"TH4697DRAFT_01778",NA,"NADH-quinone oxidoreductase, E subunit",531,176,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG1905","C","pfam01257","TIGR01958","No","No","Oxidative Phosphorylation","M00144"
"8046",2583013887,"TH4697DRAFT_01779",NA,"NADH:ubiquinone oxidoreductase 49 kD subunit 7",1236,411,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG0649","C","pfam00346","","No","No","Oxidative Phosphorylation","M00144"
"8047",2583013888,"TH4697DRAFT_01780",NA,"NADH dehydrogenase subunit C (EC 1.6.5.3)",522,173,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG0852","C","pfam00329","TIGR01961","No","No","Oxidative Phosphorylation","M00144"
"8048",2583013889,"TH4697DRAFT_01781",NA,"NADH-quinone oxidoreductase, B subunit",543,180,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG0377","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"8049",2583013890,"TH4697DRAFT_01782",NA,"NADH:ubiquinone oxidoreductase subunit 3 (chain A)",366,121,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"8050",2583014061,"TH4697DRAFT_01953",NA,"SLBB domain/NADH-ubiquinone oxidoreductase-F iron-sulfur binding region/Respiratory-chain NADH dehydrogenase 51 Kd subunit",984,327,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","","","pfam01512 pfam10531 pfam10589","","No","No","Oxidative Phosphorylation","M00144"
"8051",2583014062,"TH4697DRAFT_01954",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",1047,348,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","","","pfam10588 pfam13510","","No","No","Oxidative Phosphorylation","M00144"
"8052",2583014063,"TH4697DRAFT_01955",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",1032,343,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"8053",2583014064,"TH4697DRAFT_01956",NA,"NADH dehydrogenase subunit I (EC 1.6.5.3)",543,180,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG1143","C","pfam12838","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"8054",2583014065,"TH4697DRAFT_01957",NA,"NADH:ubiquinone oxidoreductase subunit 6 (chain J)",522,173,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"8055",2583014066,"TH4697DRAFT_01958",NA,"NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)",300,100,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4697","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"8056",2583014624,"TH4820DRAFT_00288",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",1839,612,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"8057",2583014628,"TH4820DRAFT_00292",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",309,102,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"8058",2583014629,"TH4820DRAFT_00293",NA,"NADH dehydrogenase subunit J (EC 1.6.5.3)",507,168,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"8059",2583014923,"TH4820DRAFT_00587",NA,"proton-translocating NADH-quinone oxidoreductase, chain N",1437,478,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"8060",2583015617,"TH4820DRAFT_01283",NA,"Inorganic pyrophosphatase",2244,748,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:3.6.1.1","COG3808","C","pfam03030","","Yes","Yes","Oxidative Phosphorylation",NA
"8061",2583016109,"TH4820DRAFT_01775",NA,"NADH dehydrogenase subunit A (EC 1.6.5.3)",384,127,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"8062",2583017016,"TH4820DRAFT_02682",NA,"proton-translocating NADH-quinone oxidoreductase, chain M",1506,501,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"8063",2583017017,"TH4820DRAFT_02683",NA,"proton-translocating NADH-quinone oxidoreductase, chain N",1443,480,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"8064",2583017084,"TH4820DRAFT_02750",NA,"Membrane bound hydrogenase subunit mbhN",378,126,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","","","pfam12838","","No","No","Oxidative Phosphorylation","M00144"
"8065",2583017085,"TH4820DRAFT_02751",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",936,311,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"8066",2583017086,"TH4820DRAFT_02752",NA,"Ni,Fe-hydrogenase III large subunit",1227,408,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG3261","C","pfam00346 pfam00374","","No","No","Oxidative Phosphorylation","M00144"
"8067",2583017087,"TH4820DRAFT_02753",NA,"Ni,Fe-hydrogenase III component G",489,162,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG3262","C","pfam00329","","No","No","Oxidative Phosphorylation","M00144"
"8068",2583017088,"TH4820DRAFT_02754",NA,"ech hydrogenase subunit C",489,162,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.99.3","COG3260","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation",NA
"8069",2583017089,"TH4820DRAFT_02755",NA,"hypothetical protein",330,109,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","","","","","No","Yes","Oxidative Phosphorylation","M00144"
"8070",2583017090,"TH4820DRAFT_02756",NA,"Multisubunit Na+/H+ antiporter, MnhC subunit",315,104,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG1006","P","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"8071",2583017091,"TH4820DRAFT_02757",NA,"NADH:ubiquinone oxidoreductase subunit 6 (chain J)",507,168,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"8072",2583017092,"TH4820DRAFT_02758",NA,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",1434,477,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.99.5","COG0651","C P","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation",NA
"8073",2583017093,"TH4820DRAFT_02759",NA,"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",1863,620,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.99.5","COG1009","C P","pfam00361","","No","Yes","Oxidative Phosphorylation",NA
"8074",2583017098,"TH4820DRAFT_02764",NA,"NAD(P)-dependent iron-only hydrogenase catalytic subunit",1527,509,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4820","EC:1.6.5.3","COG4624","R","pfam02906 pfam10588 pfam13183 pfam13510","TIGR02512","No","No","Oxidative Phosphorylation","M00144"
"8075",2583017232,"TH4848DRAFT_00102",NA,"cytochrome bd-I ubiquinol oxidase subunit 1 apoprotein (EC 1.10.3.10)",1548,515,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:1.10.3.-","","","pfam01654","","No","Yes","Oxidative Phosphorylation","M00417"
"8076",2583017233,"TH4848DRAFT_00103",NA,"cytochrome bd-I ubiquinol oxidase subunit 2 apoprotein (EC 1.10.3.10)",1146,381,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:1.10.3.-","COG1294","C","pfam02322","TIGR00203","No","Yes","Oxidative Phosphorylation","M00417"
"8077",2583018501,"TH4848DRAFT_01372",NA,"ATP synthase F1 subcomplex gamma subunit",867,288,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
"8078",2583018580,"TH4848DRAFT_01451",NA,"NADH dehydrogenase, FAD-containing subunit",1296,431,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:1.6.99.3","COG1252","C","pfam00070 pfam07992","","No","Yes","Oxidative Phosphorylation",NA
"8079",2583018667,"TH4848DRAFT_01538",NA,"Heme/copper-type cytochrome/quinol oxidases, subunit 1",1608,535,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"8080",2583018668,"TH4848DRAFT_01539",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",618,205,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"8081",2583019038,"TH4848DRAFT_01909",NA,"polyphosphate kinase 1",2076,691,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:2.7.4.1","COG0855","P","pfam02503 pfam13089 pfam13090","TIGR03705","No","No","Oxidative Phosphorylation",NA
"8082",2583019361,"TH4848DRAFT_02232",NA,"Inorganic pyrophosphatase",1830,610,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4848","EC:3.6.1.1","COG3808","C","pfam03030","","Yes","Yes","Oxidative Phosphorylation",NA
"8083",2583020516,"TH4964DRAFT_00663",NA,"ATP synthase F1 subcomplex beta subunit",1374,457,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4964","EC:3.6.3.14","COG0055","C","pfam00006 pfam00306 pfam02874","TIGR01039","No","No","Oxidative Phosphorylation","M00183"
"8084",2583020517,"TH4964DRAFT_00664",NA,"ATP synthase, F1 gamma subunit",939,312,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4964","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
