"SAMPLE","PWY_NAME","PWY_COMMON_NAME","RXN","ORF","coverage"
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_24_0",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","RXN-6883","m2582580662_160_24",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","RXN-6883","m2582580662_163_40",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_159_36",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_159_35",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_24_2",100
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580662_138_13",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","UROGENDECARBOX-RXN","m2582580662_20_1",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580662_170_2",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","PROTOHEMEFERROCHELAT-RXN","m2582580662_32_3",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580662_97_5",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580662_71_6",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580662_79_11",75
"m2582580662","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580662_163_43",75
"m2582580662","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","m2582580662_7_4",100
"m2582580662","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATEKIN-RXN","m2582580662_7_3",100
"m2582580662","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATEKIN-RXN","m2582580662_166_11",100
"m2582580662","PWY-5120","geranylgeranyl diphosphate biosynthesis","FARNESYLTRANSTRANSFERASE-RXN","m2582580662_78_7",100
"m2582580662","PROSYN-PWY","L-proline biosynthesis I","GLUTSEMIALDEHYDROG-RXN","m2582580662_156_4",75
"m2582580662","PROSYN-PWY","L-proline biosynthesis I","GLUTKIN-RXN","m2582580662_156_3",75
"m2582580662","PROSYN-PWY","L-proline biosynthesis I","PYRROLINECARBREDUCT-RXN","m2582580662_149_2",75
"m2582580662","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","HOMOSERKIN-RXN","m2582580662_166_10",100
"m2582580662","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","THRESYN-RXN","m2582580662_166_9",100
"m2582580662","PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","2.1.1.79-RXN","m2582580662_126_3",100
"m2582580662","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580662_152_12",100
"m2582580662","MANNCAT-PWY","D-mannose degradation","MANNPISOM-RXN","m2582580662_12_14",100
"m2582580662","MANNCAT-PWY","D-mannose degradation","MANNPISOM-RXN","m2582580662_135_19",100
"m2582580662","MANNCAT-PWY","D-mannose degradation","MANNPISOM-RXN","m2582580662_12_15",100
"m2582580662","PWY-5659","GDP-mannose biosynthesis","MANNPISOM-RXN","m2582580662_12_14",75
"m2582580662","PWY-5659","GDP-mannose biosynthesis","MANNPISOM-RXN","m2582580662_12_15",75
"m2582580662","PWY-5659","GDP-mannose biosynthesis","MANNPISOM-RXN","m2582580662_135_19",75
"m2582580662","PWY-5659","GDP-mannose biosynthesis","PGLUCISOM-RXN","m2582580662_177_2",75
"m2582580662","PWY-5659","GDP-mannose biosynthesis","PHOSMANMUT-RXN","m2582580662_124_1",75
"m2582580662","PWY-5659","GDP-mannose biosynthesis","PGLUCISOM-RXN","m2582580662_177_3",75
"m2582580662","PWY-6952","glycerophosphodiester degradation","RXN0-5260","m2582580662_122_3",100
"m2582580662","PWY-6952","glycerophosphodiester degradation","GLYCPDIESTER-RXN","m2582580662_166_8",100
"m2582580662","PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","METHENYLTHFCYCLOHYDRO-RXN","m2582580662_138_1",100
"m2582580662","PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","GART-RXN","m2582580662_150_16",100
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","2.7.1.148-RXN","m2582580662_169_51",88.8888888888889
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","DXPREDISOM-RXN","m2582580662_6_2",88.8888888888889
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","RXN0-302","m2582580662_150_5",88.8888888888889
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","RXN0-884","m2582580662_169_25",88.8888888888889
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","RXN0-882","m2582580662_100_4",88.8888888888889
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","2.7.7.60-RXN","m2582580662_11_11",88.8888888888889
"m2582580662","PWY-7560","methylerythritol phosphate pathway II","DXS-RXN","m2582580662_78_8",88.8888888888889
"m2582580662","PWY-7181","pyrimidine deoxyribonucleosides degradation","CYTIDEAM-RXN","m2582580662_157_8",100
"m2582580662","PWY-7181","pyrimidine deoxyribonucleosides degradation","URA-PHOSPH-RXN","m2582580662_111_3",100
"m2582580662","PWY0-1295","pyrimidine ribonucleosides degradation","CYTIDEAM2-RXN","m2582580662_157_8",100
"m2582580662","PWY0-1295","pyrimidine ribonucleosides degradation","URPHOS-RXN","m2582580662_111_3",100
"m2582580662","PWY-7193","pyrimidine ribonucleosides salvage I","CYTIDEAM2-RXN","m2582580662_157_8",100
"m2582580662","PWY-7193","pyrimidine ribonucleosides salvage I","URIDINEKIN-RXN","m2582580662_183_5",100
"m2582580662","GLUTAMATE-SYN2-PWY","L-glutamate biosynthesis II","GLUTAMATE-DEHYDROGENASE-NADP+-RXN","m2582580662_68_3",100
"m2582580662","GLUTAMATE-SYN2-PWY","L-glutamate biosynthesis II","GLUTAMATE-DEHYDROGENASE-NADP+-RXN","m2582580662_154_0",100
"m2582580662","ARGININE-SYN4-PWY","L-ornithine biosynthesis II","GLUTAMATE-DEHYDROGENASE-NADP+-RXN","m2582580662_68_3",75
"m2582580662","ARGININE-SYN4-PWY","L-ornithine biosynthesis II","GLUTKIN-RXN","m2582580662_156_3",75
"m2582580662","ARGININE-SYN4-PWY","L-ornithine biosynthesis II","GLUTAMATE-DEHYDROGENASE-NADP+-RXN","m2582580662_154_0",75
"m2582580662","ARGININE-SYN4-PWY","L-ornithine biosynthesis II","GLUTSEMIALDEHYDROG-RXN","m2582580662_156_4",75
"m2582580662","PWY-6012-1","acyl carrier protein activation","HOLO-ACP-SYNTH-RXN","m2582580662_8_7",100
"m2582580662","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","1.2.4.4-RXN","m2582580662_10_3",100
"m2582580662","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","RXN-7719","m2582580662_68_33",100
"m2582580662","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","RXN0-5266","m2582580662_160_24",100
"m2582580662","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","NADH-DEHYDROG-A-RXN","m2582580662_166_24",100
"m2582580662","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","NADH-DEHYDROG-A-RXN","m2582580662_149_4",100
"m2582580662","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","RXN0-5266","m2582580662_163_40",100
"m2582580662","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","RXN0-5266","m2582580662_160_24",100
"m2582580662","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_24_0",100
"m2582580662","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_159_35",100
"m2582580662","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_24_2",100
"m2582580662","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","RXN0-5266","m2582580662_163_40",100
"m2582580662","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580662_159_36",100
"m2582580662","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","2OXOGLUTDECARB-RXN","m2582580662_75_24",100
"m2582580662","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","RXN-7716","m2582580662_68_33",100
"m2582580662","PWY-7183","pyrimidine nucleobases salvage I","URACIL-PRIBOSYLTRANS-RXN","m2582580662_163_36",100
"m2582580662","PWY0-501","lipoate biosynthesis and incorporation I","RXN0-947","m2582580662_159_12",100
"m2582580662","PWY0-501","lipoate biosynthesis and incorporation I","RXN0-949","m2582580662_99_8",100
"m2582580662","PWY0-501","lipoate biosynthesis and incorporation I","RXN0-949","m2582580662_7_16",100
"m2582580662","PWY0-501","lipoate biosynthesis and incorporation I","RXN0-949","m2582580662_99_7",100
"m2582580662","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","AIRS-RXN","m2582580662_42_12",100
"m2582580662","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","PRPPAMIDOTRANS-RXN","m2582580662_69_2",100
"m2582580662","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","FGAMSYN-RXN","m2582580662_4_15",100
"m2582580662","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","GART-RXN","m2582580662_150_16",100
"m2582580662","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","GLYRIBONUCSYN-RXN","m2582580662_169_14",100
"m2582580662","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","FGAMSYN-RXN","m2582580662_54_3",100
"m2582580662","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","FGAMSYN-RXN","m2582580662_54_3",100
"m2582580662","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GLYRIBONUCSYN-RXN","m2582580662_169_14",100
"m2582580662","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GARTRANSFORMYL2-RXN","m2582580662_150_16",100
"m2582580662","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","FGAMSYN-RXN","m2582580662_4_15",100
"m2582580662","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","PRPPAMIDOTRANS-RXN","m2582580662_69_2",100
"m2582580662","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","AIRS-RXN","m2582580662_42_12",100
"m2582580663","GLYSYN-PWY","glycine biosynthesis I","GLYOHMETRANS-RXN","m2582580663_36_6",100
"m2582580663","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580663_48_14",100
"m2582580663","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580663_28_8",100
"m2582580663","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580663_28_9",100
"m2582580663","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580663_32_8",100
"m2582580663","PWY0-662","PRPP biosynthesis I","PRPPSYN-RXN","m2582580663_0_14",100
"m2582580663","PWY-5493","reductive monocarboxylic acid cycle","PYRUFLAVREDUCT-RXN","m2582580663_22_7",100
"m2582580663","PWY-5493","reductive monocarboxylic acid cycle","PYRUFLAVREDUCT-RXN","m2582580663_22_4",100
"m2582580663","PWY-5493","reductive monocarboxylic acid cycle","PYRUFLAVREDUCT-RXN","m2582580663_22_5",100
"m2582580663","PWY-5493","reductive monocarboxylic acid cycle","PYRUVFORMLY-RXN","m2582580663_15_0",100
"m2582580663","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCDEHYDRAT-RXN","m2582580663_38_17",75
"m2582580663","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCOSEPP-RXN","m2582580663_40_28",75
"m2582580663","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPDEHYDRHAMEPIM-RXN","m2582580663_38_18",75
"m2582580663","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","RXN0-745","m2582580663_13_17",100
"m2582580663","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","RXN0-745","m2582580663_13_18",100
"m2582580663","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580663_15_14",100
"m2582580663","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580663_27_11",100
"m2582580663","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","DADPKIN-RXN","m2582580663_14_3",100
"m2582580663","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","RXN0-746","m2582580663_13_17",100
"m2582580663","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580663_15_14",100
"m2582580663","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","RXN0-746","m2582580663_13_18",100
"m2582580663","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","DGDPKIN-RXN","m2582580663_14_3",100
"m2582580663","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580663_27_11",100
"m2582580664","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580664_88_1",100
"m2582580664","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580664_286_1",100
"m2582580664","PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","2.1.1.79-RXN","m2582580664_577_6",100
"m2582580664","PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","2.1.1.79-RXN","m2582580664_716_0",100
"m2582580664","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","RXN0-5266","m2582580664_656_13",100
"m2582580664","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580664_102_0",100
"m2582580664","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","RXN0-5266","m2582580664_382_3",100
"m2582580664","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580664_627_5",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580664_102_0",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","RXN-6883","m2582580664_656_13",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","NADH-DEHYDROG-A-RXN","m2582580664_592_9",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580664_627_5",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","NADH-DEHYDROG-A-RXN","m2582580664_592_7",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","NADH-DEHYDROG-A-RXN","m2582580664_592_8",100
"m2582580664","PWY-4302","aerobic respiration III (alternative oxidase pathway)","RXN-6883","m2582580664_382_3",100
"m2582580664","PWY-5669","phosphatidylethanolamine biosynthesis I","PHOSPHASERDECARB-RXN","m2582580664_130_0",100
"m2582580664","PWY-5669","phosphatidylethanolamine biosynthesis I","PHOSPHASERSYN-RXN","m2582580664_621_7",100
"m2582580664","PWY1-2","L-alanine degradation IV","ALANINE-DEHYDROGENASE-RXN","m2582580664_37_1",100
"m2582580664","ORN-AMINOPENTANOATE-CAT-PWY","L-ornithine degradation I (L-proline biosynthesis)","ORNITHINE-CYCLODEAMINASE-RXN","m2582580664_446_3",100
"m2582580664","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580664_638_4",100
"m2582580664","PWY0-1312","acetate formation from acetyl-CoA I","ACETATEKIN-RXN","m2582580664_549_2",100
"m2582580664","PWY0-1312","acetate formation from acetyl-CoA I","PHOSACETYLTRANS-RXN","m2582580664_727_0",100
"m2582580664","MANNCAT-PWY","D-mannose degradation","MANNPISOM-RXN","m2582580664_282_0",100
"m2582580664","PWY-5659","GDP-mannose biosynthesis","PHOSMANMUT-RXN","m2582580664_816_0",75
"m2582580664","PWY-5659","GDP-mannose biosynthesis","MANNPISOM-RXN","m2582580664_282_0",75
"m2582580664","PWY-5659","GDP-mannose biosynthesis","PGLUCISOM-RXN","m2582580664_621_12",75
"m2582580664","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","RXN-7719","m2582580664_67_3",100
"m2582580664","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","1.2.4.4-RXN","m2582580664_120_2",100
"m2582580664","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","1.2.4.4-RXN","m2582580664_474_2",100
"m2582580664","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","1.2.4.4-RXN","m2582580664_110_6",100
"m2582580664","PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA","RXN-7719","m2582580664_857_1",100
"m2582580664","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","RXN0-5266","m2582580664_656_13",100
"m2582580664","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","NADH-DEHYDROG-A-RXN","m2582580664_592_9",100
"m2582580664","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","NADH-DEHYDROG-A-RXN","m2582580664_592_8",100
"m2582580664","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","NADH-DEHYDROG-A-RXN","m2582580664_592_7",100
"m2582580664","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","RXN0-5266","m2582580664_382_3",100
"m2582580664","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580664_175_4",100
"m2582580664","PWY-6609","adenine and adenosine salvage III","INOPHOSPHOR-RXN","m2582580664_119_3",75
"m2582580664","PWY-6609","adenine and adenosine salvage III","ADENODEAMIN-RXN","m2582580664_42_1",75
"m2582580664","PWY-5886","4-hydroxyphenylpyruvate biosynthesis","TYROSINE-AMINOTRANSFERASE-RXN","m2582580664_781_1",100
"m2582580664","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","THRESYN-RXN","m2582580664_622_1",100
"m2582580664","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","HOMOSERKIN-RXN","m2582580664_622_0",100
"m2582580664","SOPHOROSYLOXYDOCOSANOATE-DEG-PWY","sophorosyloxydocosanoate deacetylation","DIGLUCOACETYL-DOCOSANOATE-HYDROLYSIS-RXN","m2582580664_797_9",100
"m2582580664","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATEKIN-RXN","m2582580664_765_0",100
"m2582580664","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","m2582580664_117_6",100
"m2582580664","HOMOSERSYN-PWY","L-homoserine biosynthesis","HOMOSERDEHYDROG-RXN","m2582580664_107_0",100
"m2582580664","HOMOSERSYN-PWY","L-homoserine biosynthesis","HOMOSERDEHYDROG-RXN","m2582580664_67_0",100
"m2582580664","PWY-46","putrescine biosynthesis III","ORNDECARBOX-RXN","m2582580664_122_7",100
"m2582580664","PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","GART-RXN","m2582580664_688_4",100
"m2582580664","PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","METHENYLTHFCYCLOHYDRO-RXN","m2582580664_764_3",100
"m2582580664","PWY-7179","purine deoxyribonucleosides degradation I","ADDALT-RXN","m2582580664_42_1",100
"m2582580664","PWY-7179","purine deoxyribonucleosides degradation I","DEOXYINOPHOSPHOR-RXN","m2582580664_119_3",100
"m2582580664","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NAD-SYNTH-GLN-RXN","m2582580664_708_1",100
"m2582580664","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","L-ASPARTATE-OXID-RXN","m2582580664_547_1",100
"m2582580664","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOLINATE-SYNTHA-RXN","m2582580664_95_12",100
"m2582580664","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NICONUCADENYLYLTRAN-RXN","m2582580664_425_2",100
"m2582580664","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NAD-SYNTH-GLN-RXN","m2582580664_183_5",100
"m2582580664","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOPRIBOTRANS-RXN","m2582580664_95_4",100
"m2582580664","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","QUINOPRIBOTRANS-RXN","m2582580664_95_4",75
"m2582580664","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NAD-SYNTH-GLN-RXN","m2582580664_183_5",75
"m2582580664","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NICONUCADENYLYLTRAN-RXN","m2582580664_425_2",75
"m2582580664","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NAD-SYNTH-GLN-RXN","m2582580664_708_1",75
"m2582580664","PWY-6759","hydrogen production III","HYDROG-RXN","m2582580664_541_1",100
"m2582580664","PWY-6785","hydrogen production VIII","HYDROG-RXN","m2582580664_541_1",100
"m2582580664","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580664_631_9",100
"m2582580664","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580664_660_2",100
"m2582580664","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580664_147_1",100
"m2582580664","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580664_4_1",100
"m2582580664","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","RXN-7716","m2582580664_67_3",100
"m2582580664","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","2OXOGLUTDECARB-RXN","m2582580664_857_1",100
